area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
host,l10n/bundle.l10n.json,This repository has no remote to open in a browser.,,,This repository has no remote to open in a browser.,"Extension-host runtime notification, command label, prompt, or status message.",,remote,"Dieses Repository hat kein Remote, das im Browser geöffnet werden kann.",Este repositorio no tiene un remoto que abrir en el navegador.,Ce dépôt n'a aucun distant à ouvrir dans le navigateur.,このリポジトリには、ブラウザーで開けるリモートがありません。,이 저장소에는 브라우저에서 열 수 있는 원격이 없습니다.,To repozytorium nie ma zdalnego repozytorium do otwarcia w przeglądarce.,Este repositório não tem um remoto para abrir no navegador.,Este repositório não tem um remoto para abrir no navegador.,"В этом репозитории нет удалённого репозитория, который можно открыть в браузере.",此存储库没有可在浏览器中打开的远程仓库。,此儲存庫沒有可在瀏覽器中開啟的遠端儲存庫。
webview,src/webviews/i18n/en.json,common.openRepository,,,Open Repository,Webview UI string.,,,Repository öffnen,Abrir repositorio,Ouvrir le dépôt,リポジトリを開く,저장소 열기,Otwórz repozytorium,Abrir Repositório,Abrir Repositório,Открыть репозиторий,打开存储库,開啟儲存庫
manifest,package.nls.json,configuration.commitCheckState.enum.allChecked,,,Check initial and newly discovered files by default in the Commit panel.,VS Code extension manifest string.,,Commit,Anfängliche und neu erkannte Dateien im Commit-Panel standardmäßig aktivieren.,Marcar de forma predeterminada los archivos iniciales y los nuevos detectados en el panel de confirmación.,Cochez par défaut les fichiers initiaux et nouvellement détectés dans le panneau de commit.,コミット パネルで、初期ファイルと新しく検出されたファイルをデフォルトでチェックします。,커밋 패널에서 초기 파일과 새로 발견된 파일을 기본적으로 선택합니다.,Domyślnie zaznacz początkowe i nowo wykryte pliki w panelu zatwierdzania.,Marque por padrão os arquivos iniciais e recém-detectados no painel de commits.,Selecione por predefinição os ficheiros iniciais e recém-detetados no painel de commits.,По умолчанию отмечать исходные и вновь обнаруженные файлы на панели коммитов.,默认选中提交面板中的初始文件和新发现的文件。,預設勾選提交面板中的初始檔案和新發現的檔案。
manifest,package.nls.json,configuration.commitCheckState.enum.noneChecked,,,Leave initial and newly discovered files unchecked by default in the Commit panel (default).,VS Code extension manifest string.,,Commit,Anfängliche und neu erkannte Dateien im Commit-Panel standardmäßig deaktiviert lassen (Standard).,Dejar desmarcados de forma predeterminada los archivos iniciales y los nuevos detectados en el panel de confirmación (valor predeterminado).,Laissez par défaut les fichiers initiaux et nouvellement détectés décochés dans le panneau de commit (par défaut).,コミット パネルで、初期ファイルと新しく検出されたファイルをデフォルトで未チェックのままにします（デフォルト）。,커밋 패널에서 초기 파일과 새로 발견된 파일을 기본적으로 선택하지 않습니다(기본값).,Domyślnie pozostaw początkowe i nowo wykryte pliki niezaznaczone w panelu zatwierdzania (domyślnie).,Deixe por padrão os arquivos iniciais e recém-detectados desmarcados no painel de commits (padrão).,Deixe por predefinição os ficheiros iniciais e recém-detetados desmarcados no painel de commits (predefinição).,По умолчанию оставлять исходные и вновь обнаруженные файлы на панели коммитов неотмеченными (по умолчанию).,默认不选中提交面板中的初始文件和新发现的文件（默认值）。,預設不勾選提交面板中的初始檔案和新發現的檔案（預設值）。
manifest,package.nls.json,configuration.commitCheckState.enum.preserveSelection,,,Restore the previous checked-file selection for each repository; newly discovered files remain unchecked.,VS Code extension manifest string.,,,Die vorherige Auswahl aktivierter Dateien für jedes Repository wiederherstellen; neu erkannte Dateien bleiben deaktiviert.,Restaurar la selección anterior de archivos marcados para cada repositorio; los archivos nuevos detectados permanecen desmarcados.,Restaurez la sélection précédente des fichiers cochés pour chaque dépôt ; les fichiers nouvellement détectés restent décochés.,リポジトリごとに以前のチェック済みファイルの選択を復元します。新しく検出されたファイルは未チェックのままです。,각 저장소의 이전 선택 파일을 복원합니다. 새로 발견된 파일은 선택하지 않은 상태로 유지됩니다.,Przywróć poprzedni wybór zaznaczonych plików dla każdego repozytorium; nowo wykryte pliki pozostaną niezaznaczone.,Restaure a seleção anterior de arquivos marcados para cada repositório; os arquivos recém-detectados permanecem desmarcados.,Restaure a seleção anterior de ficheiros selecionados para cada repositório; os ficheiros recém-detetados permanecem desmarcados.,Восстанавливать предыдущий выбор отмеченных файлов для каждого репозитория; вновь обнаруженные файлы остаются неотмеченными.,恢复每个存储库之前选中的文件；新发现的文件保持未选中状态。,還原每個儲存庫先前勾選的檔案；新發現的檔案保持未勾選狀態。
manifest,package.nls.json,configuration.commitCheckState.markdownDescription,,,"Controls how files are checked when the Commit panel loads or discovers new paths. `allChecked` checks initial and new files, `noneChecked` leaves them unchecked (default), and `preserveSelection` restores each repository's previous selection while leaving new files unchecked. Explicit choices are preserved during refresh. Changes take effect after a window reload.",VS Code extension manifest string.,,Commit,"Steuert, wie Dateien aktiviert werden, wenn das Commit-Panel geladen wird oder neue Pfade erkennt. `allChecked` aktiviert anfängliche und neue Dateien, `noneChecked` lässt sie deaktiviert (Standard), und `preserveSelection` stellt die vorherige Auswahl jedes Repositorys wieder her, während neue Dateien deaktiviert bleiben. Explizite Auswahlen bleiben bei Aktualisierungen erhalten. Änderungen werden nach dem erneuten Laden des Fensters wirksam.","Controla cómo se marcan los archivos cuando el panel de confirmación se carga o detecta nuevas rutas. `allChecked` marca los archivos iniciales y nuevos, `noneChecked` los deja desmarcados (valor predeterminado) y `preserveSelection` restaura la selección anterior de cada repositorio mientras deja desmarcados los archivos nuevos. Las elecciones explícitas se conservan durante la actualización. Los cambios surten efecto después de volver a cargar la ventana.","Contrôle la façon dont les fichiers sont cochés lorsque le panneau de commit se charge ou détecte de nouveaux chemins. `allChecked` coche les fichiers initiaux et nouveaux, `noneChecked` les laisse décochés (par défaut) et `preserveSelection` restaure la sélection précédente de chaque dépôt tout en laissant les nouveaux fichiers décochés. Les choix explicites sont conservés lors de l’actualisation. Les modifications prennent effet après le rechargement de la fenêtre.",コミット パネルの読み込み時または新しいパスの検出時に、ファイルをチェックする方法を制御します。`allChecked` は初期ファイルと新しいファイルをチェックし、`noneChecked` は未チェックのままにし（デフォルト）、`preserveSelection` は各リポジトリの以前の選択を復元しながら新しいファイルを未チェックのままにします。明示的な選択は更新中も保持されます。変更はウィンドウの再読み込み後に有効になります。,"커밋 패널을 로드하거나 새 경로를 발견할 때 파일을 선택하는 방식을 제어합니다. `allChecked`는 초기 파일과 새 파일을 선택하고, `noneChecked`는 선택하지 않은 상태로 두며(기본값), `preserveSelection`은 각 저장소의 이전 선택을 복원하면서 새 파일은 선택하지 않은 상태로 둡니다. 명시적으로 선택한 항목은 새로 고치는 동안 유지됩니다. 변경 사항은 창을 다시 로드한 후 적용됩니다.","Określa sposób zaznaczania plików podczas ładowania panelu zatwierdzania lub wykrywania nowych ścieżek. `allChecked` zaznacza pliki początkowe i nowe, `noneChecked` pozostawia je niezaznaczone (domyślnie), a `preserveSelection` przywraca poprzedni wybór dla każdego repozytorium, pozostawiając nowe pliki niezaznaczone. Jawne wybory są zachowywane podczas odświeżania. Zmiany zaczynają obowiązywać po ponownym załadowaniu okna.","Controla como os arquivos são marcados quando o painel de commits é carregado ou detecta novos caminhos. `allChecked` marca os arquivos iniciais e novos, `noneChecked` os deixa desmarcados (padrão) e `preserveSelection` restaura a seleção anterior de cada repositório enquanto deixa os novos arquivos desmarcados. As escolhas explícitas são preservadas durante a atualização. As alterações entram em vigor depois que a janela é recarregada.","Controla como os ficheiros são selecionados quando o painel de commits é carregado ou deteta novos caminhos. `allChecked` seleciona os ficheiros iniciais e novos, `noneChecked` deixa-os desmarcados (predefinição) e `preserveSelection` restaura a seleção anterior de cada repositório enquanto deixa os novos ficheiros desmarcados. As escolhas explícitas são preservadas durante a atualização. As alterações entram em vigor depois de recarregar a janela.","Определяет, как отмечаются файлы при загрузке панели коммитов или обнаружении новых путей. `allChecked` отмечает исходные и новые файлы, `noneChecked` оставляет их неотмеченными (по умолчанию), а `preserveSelection` восстанавливает предыдущий выбор для каждого репозитория, оставляя новые файлы неотмеченными. Явно заданный выбор сохраняется при обновлении. Изменения вступают в силу после перезагрузки окна.",控制提交面板加载或发现新路径时如何选中文件。`allChecked` 选中初始文件和新文件，`noneChecked` 不选中这些文件（默认值），`preserveSelection` 恢复每个存储库之前的选择，同时不选中新文件。显式选择会在刷新时保留。更改在重新加载窗口后生效。,控制提交面板載入或發現新路徑時如何勾選檔案。`allChecked` 勾選初始檔案和新檔案，`noneChecked` 不勾選這些檔案（預設值），`preserveSelection` 還原每個儲存庫先前的選擇，同時不勾選新檔案。明確選擇會在重新整理時保留。變更會在重新載入視窗後生效。
host,l10n/bundle.l10n.json,Diff: {file},,,Diff: {file},"Extension-host runtime notification, command label, prompt, or status message.",{file},,Diff: {file},Diff: {file},Diff : {file},差分: {file},차이: {file},Diff: {file},Diff: {file},Diff: {file},Сравнение: {file},差异：{file},差異：{file}
webview,src/webviews/i18n/en.json,diff.newlineDifference,,,Files differ only by newline formatting,Webview UI string.,,,Dateien unterscheiden sich nur durch die Zeilenumbruchformatierung,Los archivos solo difieren en el formato de salto de línea,Les fichiers diffèrent uniquement par le format des sauts de ligne,ファイルは改行形式のみ異なります,파일은 줄 바꿈 형식만 다릅니다,Pliki różnią się tylko formatem znaków końca linii,Os arquivos diferem apenas na formatação de quebras de linha,Os ficheiros diferem apenas na formatação das quebras de linha,Файлы различаются только форматом перевода строк,文件仅换行格式不同,檔案僅換行格式不同
webview,src/webviews/i18n/en.json,diff.error.load,,,Failed to load diff: {error},Webview UI string.,{error},,Diff konnte nicht geladen werden: {error},No se pudo cargar el diff: {error},Échec du chargement du diff : {error},差分の読み込みに失敗しました: {error},차이점을 로드하지 못했습니다: {error},Nie udało się załadować różnic: {error},Falha ao carregar o diff: {error},Falha ao carregar o diff: {error},Не удалось загрузить сравнение: {error},无法加载差异：{error},無法載入差異：{error}
webview,src/webviews/i18n/en.json,diff.loading,,,Loading diff…,Webview UI string.,,,Diff wird geladen…,Cargando diff…,Chargement du diff…,差分を読み込み中…,차이점 로드 중…,Ładowanie różnic…,Carregando diff…,A carregar o diff…,Загрузка сравнения…,正在加载差异…,正在載入差異…
host,l10n/bundle.l10n.json,{path} (HEAD ↔ Working Tree),,,{path} (HEAD ↔ Working Tree),"Extension-host runtime notification, command label, prompt, or status message.",{path},HEAD,{path} (HEAD ↔ Arbeitsverzeichnis),{path} (HEAD ↔ Árbol de trabajo),{path} (HEAD ↔ Arbre de travail),{path}（HEAD ↔ ワーキングツリー）,{path} (HEAD ↔ 작업 트리),{path} (HEAD ↔ Drzewo robocze),{path} (HEAD ↔ Árvore de trabalho),{path} (HEAD ↔ Árvore de trabalho),{path} (HEAD ↔ Рабочее дерево),{path}（HEAD ↔ 工作树）,{path}（HEAD ↔ 工作樹）
webview,src/webviews/i18n/en.json,diff.editable.blockHint,,,Click to edit,Webview UI string.,,,Klicken Sie zum Bearbeiten,Haga clic para editar,Cliquez pour modifier,クリックして編集,클릭하여 편집,"Kliknij, aby edytować",Clique para editar,Clique para editar,"Щелкните, чтобы изменить",单击以编辑,按一下即可編輯
webview,src/webviews/i18n/en.json,diff.editable.editingAria,,,Edit working tree block,Webview UI string.,,,Arbeitsbereichsblock bearbeiten,Editar bloque del árbol de trabajo,Modifier le bloc de l’arborescence de travail,作業ツリーのブロックを編集,작업 트리 블록 편집,Edytuj blok drzewa roboczego,Editar bloco da árvore de trabalho,Editar bloco da árvore de trabalho,Изменить блок рабочего дерева,编辑工作树块,編輯工作樹區塊
webview,src/webviews/i18n/en.json,diff.editable.revertHunk,,,Revert this change,Webview UI string.,,,Diese Änderung rückgängig machen,Revertir este cambio,Annuler cette modification,この変更を元に戻す,이 변경 내용 되돌리기,Cofnij tę zmianę,Reverter esta alteração,Reverter esta alteração,Отменить это изменение,撤销此更改,復原這項變更
webview,src/webviews/i18n/en.json,diff.readOnly.pane,,,This side is read only,Webview UI string.,,,Diese Seite ist schreibgeschützt,Este lado es de solo lectura,Ce côté est en lecture seule,この側は読み取り専用です,이쪽은 읽기 전용입니다,Ta strona jest tylko do odczytu,Este lado é somente leitura,Este lado é só de leitura,Эта сторона доступна только для чтения,此侧为只读,此側為唯讀
webview,src/webviews/i18n/en.json,diff.toolbar.prevChange.title,,,Previous change (Alt+↑),Webview UI string.,,,Vorherige Änderung (Alt+↑),Cambio anterior (Alt+↑),Modification précédente (Alt+↑),前の変更 (Alt+↑),이전 변경 사항 (Alt+↑),Poprzednia zmiana (Alt+↑),Alteração anterior (Alt+↑),Alteração anterior (Alt+↑),Предыдущее изменение (Alt+↑),上一处更改 (Alt+↑),上一處變更 (Alt+↑)
webview,src/webviews/i18n/en.json,diff.toolbar.prevChange.label,,,Previous change,Webview UI string.,,,Vorherige Änderung,Cambio anterior,Modification précédente,前の変更,이전 변경 사항,Poprzednia zmiana,Alteração anterior,Alteração anterior,Предыдущее изменение,上一处更改,上一處變更
webview,src/webviews/i18n/en.json,diff.toolbar.nextChange.title,,,Next change (Alt+↓),Webview UI string.,,,Nächste Änderung (Alt+↓),Cambio siguiente (Alt+↓),Modification suivante (Alt+↓),次の変更 (Alt+↓),다음 변경 사항 (Alt+↓),Następna zmiana (Alt+↓),Próxima alteração (Alt+↓),Alteração seguinte (Alt+↓),Следующее изменение (Alt+↓),下一处更改 (Alt+↓),下一處變更 (Alt+↓)
webview,src/webviews/i18n/en.json,diff.toolbar.nextChange.label,,,Next change,Webview UI string.,,,Nächste Änderung,Cambio siguiente,Modification suivante,次の変更,다음 변경 사항,Następna zmiana,Próxima alteração,Alteração seguinte,Следующее изменение,下一处更改,下一處變更
manifest,package.nls.json,command.diffShowInIntelliGit,,,Show Diff in IntelliGit,VS Code extension manifest string.,,IntelliGit,Diff in IntelliGit anzeigen,Mostrar diferencia en IntelliGit,Afficher la différence dans IntelliGit,IntelliGit で差分を表示,IntelliGit에서 차이점 표시,Pokaż różnice w IntelliGit,Mostrar diferença no IntelliGit,Mostrar diferença no IntelliGit,Показать различия в IntelliGit,在 IntelliGit 中显示差异,在 IntelliGit 中顯示差異
manifest,package.nls.json,command.diffShowInVsCode,,,Show Diff in VS Code,VS Code extension manifest string.,,VS Code,Diff in VS Code anzeigen,Mostrar diferencia en VS Code,Afficher la différence dans VS Code,VS Code で差分を表示,VS Code에서 차이점 표시,Pokaż różnice w VS Code,Mostrar diferença no VS Code,Mostrar diferença no VS Code,Показать различия в VS Code,在 VS Code 中显示差异,在 VS Code 中顯示差異
webview,src/webviews/i18n/en.json,commitPanel.staged,,,Staged,Webview UI string.,,,Gestagt,Preparado,Indexé,ステージ済み,스테이징됨,W indeksie,Preparado,Preparado,Подготовлено,已暂存,已暫存
webview,src/webviews/i18n/en.json,commitPanel.unstaged,,,Unstaged,Webview UI string.,,,Nicht gestagt,No preparado,Non indexé,未ステージ,스테이징 안 됨,Poza indeksem,Não preparado,Não preparado,Не подготовлено,未暂存,未暫存
webview,src/webviews/i18n/en.json,shelf.list.empty.hint,,,Shelve changes to set them aside without committing.,Webview UI string.,,,Legen Sie Änderungen ab um sie ohne Commit beiseitezulegen.,Ponga cambios en un estante para apartarlos sin confirmar.,Mettez des modifications sur une étagère pour les écarter sans les valider.,変更をシェルフに置くとコミットせずに脇に置いておけます。,변경 사항을 셸프에 두면 커밋하지 않고 따로 보관할 수 있습니다.,Odłóż zmiany na półkę aby odsunąć je bez zatwierdzania.,Coloque alterações na prateleira para deixá-las de lado sem confirmar.,Coloque alterações na prateleira para as pôr de lado sem confirmar.,Отложите изменения на полку чтобы убрать их без коммита.,将更改搁置可在不提交的情况下把它们放到一边。,將變更擱置可在不提交的情況下把它們放到一邊。
webview,src/webviews/i18n/en.json,commitPanel.noChanges.hint,,,Edit a file in the workspace and it will appear here.,Webview UI string.,,,Bearbeiten Sie eine Datei im Arbeitsbereich und sie erscheint hier.,Edite un archivo del espacio de trabajo y aparecerá aquí.,Modifiez un fichier de l'espace de travail et il apparaîtra ici.,ワークスペースのファイルを編集するとここに表示されます。,워크스페이스의 파일을 편집하면 여기에 표시됩니다.,Edytuj plik w obszarze roboczym i pojawi się tutaj.,Edite um arquivo no espaço de trabalho e ele aparecerá aqui.,Edite um ficheiro na área de trabalho e ele aparecerá aqui.,Измените файл в рабочей области и он появится здесь.,编辑工作区中的文件后，它会显示在这里。,編輯工作區中的檔案後，它會顯示在這裡。
webview,src/webviews/i18n/en.json,stash.empty.hint,,,Stash saves uncommitted work so you can switch branches cleanly.,Webview UI string.,,,Ein Stash sichert nicht committete Arbeit und erlaubt einen sauberen Branch-Wechsel.,El stash guarda el trabajo sin confirmar para que pueda cambiar de rama sin problemas.,Le remisage conserve le travail non validé pour changer de branche proprement.,スタッシュは未コミットの作業を保存し、ブランチをきれいに切り替えられるようにします。,스태시는 커밋되지 않은 작업을 저장해 브랜치를 깔끔하게 전환할 수 있게 합니다.,Schowanie zapisuje niezatwierdzoną pracę i pozwala bezpiecznie przełączyć gałąź.,O stash guarda o trabalho não confirmado para você trocar de branch sem conflitos.,O stash guarda o trabalho não confirmado para poder mudar de branch sem conflitos.,Прятание изменений сохраняет незакоммиченную работу и позволяет спокойно переключить ветку.,储藏会保存未提交的工作，让你可以干净地切换分支。,儲藏會保存未提交的工作，讓你可以乾淨地切換分支。
webview,src/webviews/i18n/en.json,commit.message.label,,,Commit Message,Webview UI string.,,Commit,Commit-Nachricht,Mensaje de confirmación,Message de validation,コミットメッセージ,커밋 메시지,Komunikat commita,Mensagem de commit,Mensagem de commit,Сообщение коммита,提交信息,提交訊息
manifest,package.nls.json,configuration.timeFormat.enum.12h,,,12-hour clock with AM/PM (default).,VS Code extension manifest string.,,,12-Stunden-Uhr mit AM/PM (Standard).,Reloj de 12 horas con AM/PM (predeterminado).,Horloge sur 12 heures avec AM/PM (par défaut).,AM/PM 付きの 12 時間表記（既定）。,AM/PM이 있는 12시간제(기본값).,Zegar 12-godzinny z AM/PM (domyślnie).,Relógio de 12 horas com AM/PM (padrão).,Relógio de 12 horas com AM/PM (predefinição).,12-часовой формат с AM/PM (по умолчанию).,带 AM/PM 的 12 小时制（默认）。,含 AM/PM 的 12 小時制（預設）。
manifest,package.nls.json,configuration.timeFormat.enum.24h,,,24-hour clock.,VS Code extension manifest string.,,,24-Stunden-Uhr.,Reloj de 24 horas.,Horloge sur 24 heures.,24 時間表記。,24시간제.,Zegar 24-godzinny.,Relógio de 24 horas.,Relógio de 24 horas.,24-часовой формат.,24 小时制。,24 小時制。
manifest,package.nls.json,configuration.timeFormat.markdownDescription,,,"Clock format for commit dates in the IntelliGit commit list and details. `12h` shows a 12-hour clock with AM/PM (default), `24h` shows a 24-hour clock. Changes take effect after a window reload.",VS Code extension manifest string.,,IntelliGit,"Uhrzeitformat für Commit-Daten in der IntelliGit-Commit-Liste und den Details. `12h` zeigt eine 12-Stunden-Uhr mit AM/PM (Standard), `24h` eine 24-Stunden-Uhr. Änderungen werden nach einem Neuladen des Fensters wirksam.","Formato de hora para las fechas de commit en la lista de commits y los detalles de IntelliGit. `12h` muestra un reloj de 12 horas con AM/PM (predeterminado), `24h` muestra un reloj de 24 horas. Los cambios se aplican tras recargar la ventana.","Format d'heure des dates de commit dans la liste et les détails de commit IntelliGit. `12h` affiche une horloge sur 12 heures avec AM/PM (par défaut), `24h` une horloge sur 24 heures. Les modifications prennent effet après le rechargement de la fenêtre.",IntelliGit のコミット一覧と詳細に表示するコミット日時の時刻形式。`12h` は AM/PM 付きの 12 時間表記（既定）、`24h` は 24 時間表記です。変更はウィンドウの再読み込み後に有効になります。,"IntelliGit 커밋 목록과 상세 정보에 표시되는 커밋 날짜의 시간 형식입니다. `12h`는 AM/PM이 있는 12시간제(기본값), `24h`는 24시간제를 표시합니다. 변경 사항은 창을 다시 로드한 후 적용됩니다.","Format godziny dat commitów na liście commitów i w szczegółach IntelliGit. `12h` pokazuje zegar 12-godzinny z AM/PM (domyślnie), `24h` zegar 24-godzinny. Zmiany zaczną obowiązywać po ponownym załadowaniu okna.","Formato de hora das datas de commit na lista de commits e nos detalhes do IntelliGit. `12h` mostra um relógio de 12 horas com AM/PM (padrão), `24h` mostra um relógio de 24 horas. As alterações entram em vigor após recarregar a janela.","Formato da hora das datas de commit na lista de commits e nos detalhes do IntelliGit. `12h` mostra um relógio de 12 horas com AM/PM (predefinição), `24h` mostra um relógio de 24 horas. As alterações entram em vigor depois de recarregar a janela.","Формат времени для дат коммитов в списке коммитов и сведениях IntelliGit. `12h` показывает 12-часовой формат с AM/PM (по умолчанию), `24h` показывает 24-часовой формат. Изменения вступают в силу после перезагрузки окна.",IntelliGit 提交列表和提交详情中提交日期的时间格式。`12h` 显示带 AM/PM 的 12 小时制（默认），`24h` 显示 24 小时制。更改在重新加载窗口后生效。,IntelliGit 認可清單與認可詳細資料中認可日期的時間格式。`12h` 顯示含 AM/PM 的 12 小時制（預設），`24h` 顯示 24 小時制。變更會在重新載入視窗後生效。
webview,src/webviews/i18n/en.json,a11y.resizeColumn,,,Resize {column} column,Webview UI string.,{column},,Größe der Spalte {column} ändern,Cambiar el tamaño de la columna {column},Redimensionner la colonne {column},{column}列のサイズを変更,{column} 열 크기 조정,Zmień rozmiar kolumny {column},Redimensionar a coluna {column},Redimensionar a coluna {column},Изменить размер столбца {column},调整{column}列大小,調整{column}資料行大小
host,l10n/bundle.l10n.json,Force push rewrites the remote branch history. Continue?,,,Force push rewrites the remote branch history. Continue?,"Extension-host runtime notification, command label, prompt, or status message.",,remote,Ein Force-Push schreibt die Historie des Remote-Branches neu. Fortfahren?,El envío forzado reescribe el historial de la rama remota. ¿Continuar?,Une poussée forcée réécrit l'historique de la branche distante. Continuer ?,強制プッシュはリモートブランチの履歴を書き換えます。続行しますか?,강제 푸시는 원격 브랜치 기록을 다시 씁니다. 계속할까요?,Wymuszone wypchnięcie nadpisuje historię gałęzi zdalnej. Kontynuować?,O envio forçado reescreve o histórico do branch remoto. Continuar?,O envio forçado reescreve o histórico do ramo remoto. Continuar?,Принудительная отправка перезапишет историю удалённой ветки. Продолжить?,强制推送会重写远程分支的历史记录。是否继续？,強制推送會重寫遠端分支的歷史記錄。是否繼續？
webview,src/webviews/i18n/en.json,commit.action.forcePush,,,Force Push…,Webview UI string.,,Push,Force-Push…,Forzar envío…,Poussée forcée…,強制プッシュ…,강제 푸시…,Wymuś wypchnięcie…,Forçar envio…,Forçar envio…,Принудительная отправка…,强制推送…,強制推送…
webview,src/webviews/i18n/en.json,commit.action.pushOptions,,,Push options,Webview UI string.,,Push,Push-Optionen,Opciones de envío,Options de poussée,プッシュのオプション,푸시 옵션,Opcje wypychania,Opções de envio,Opções de envio,Параметры отправки,推送选项,推送選項
manifest,package.nls.json,command.showFileHistory,,,Show File History,VS Code extension manifest string.,,,Dateiverlauf anzeigen,Mostrar historial del archivo,Afficher l’historique du fichier,ファイル履歴を表示,파일 기록 표시,Pokaż historię pliku,Mostrar histórico do arquivo,Mostrar histórico do ficheiro,Показать историю файла,显示文件历史记录,顯示檔案歷史記錄
host,l10n/bundle.l10n.json,History: {file},,,History: {file},"Extension-host runtime notification, command label, prompt, or status message.",{file},,Verlauf: {file},Historial: {file},Historique : {file},履歴: {file},기록: {file},Historia: {file},Histórico: {file},Histórico: {file},История: {file},历史记录：{file},歷史記錄：{file}
host,l10n/bundle.l10n.json,Unable to move History to a new window: {message},,,Unable to move History to a new window: {message},"Extension-host runtime notification, command label, prompt, or status message.",{message},,Der Verlauf konnte nicht in ein neues Fenster verschoben werden: {message},No se pudo mover el historial a una ventana nueva: {message},Impossible de déplacer l’historique vers une nouvelle fenêtre : {message},履歴を新しいウィンドウに移動できません: {message},기록을 새 창으로 이동할 수 없습니다: {message},Nie można przenieść historii do nowego okna: {message},Não foi possível mover o histórico para uma nova janela: {message},Não foi possível mover o histórico para uma nova janela: {message},Не удалось переместить историю в новое окно: {message},无法将历史记录移至新窗口：{message},無法將歷史記錄移至新視窗：{message}
host,l10n/bundle.l10n.json,Choose merge parent,,,Choose merge parent,"Extension-host runtime notification, command label, prompt, or status message.",,,Übergeordneten Merge-Commit auswählen,Elegir el commit padre de la fusión,Choisir le commit parent de fusion,マージの親コミットを選択,병합 부모 커밋 선택,Wybierz commit nadrzędny scalenia,Escolher commit pai da mesclagem,Escolher commit pai da integração,Выберите родительский коммит слияния,选择合并的父提交,選擇合併的父提交
host,l10n/bundle.l10n.json,No merge parent selected.,,,No merge parent selected.,"Extension-host runtime notification, command label, prompt, or status message.",,,Kein übergeordneter Merge-Commit ausgewählt.,No se ha seleccionado ningún commit padre de la fusión.,Aucun commit parent de fusion sélectionné.,マージの親コミットが選択されていません。,병합 부모 커밋을 선택하지 않았습니다.,Nie wybrano commita nadrzędnego scalenia.,Nenhum commit pai da mesclagem selecionado.,Nenhum commit pai da integração selecionado.,Родительский коммит слияния не выбран.,未选择合并的父提交。,尚未選擇合併的父提交。
host,l10n/bundle.l10n.json,This file exceeds the diff viewer size limit.,,,This file exceeds the diff viewer size limit.,"Extension-host runtime notification, command label, prompt, or status message.",,,Diese Datei überschreitet die Größenbeschränkung der Diff-Ansicht.,Este archivo supera el límite de tamaño del visor de diferencias.,Ce fichier dépasse la limite de taille de la visionneuse de différences.,このファイルは差分ビューアーのサイズ制限を超えています。,이 파일은 차이점 뷰어의 크기 제한을 초과합니다.,Ten plik przekracza limit rozmiaru przeglądarki różnic.,Este arquivo excede o limite de tamanho do visualizador de diferenças.,Este ficheiro excede o limite de tamanho do visualizador de diferenças.,Размер этого файла превышает ограничение средства просмотра различий.,此文件超出差异查看器的大小限制。,此檔案超出差異檢視器的大小限制。
host,l10n/bundle.l10n.json,Working tree,,,Working tree,"Extension-host runtime notification, command label, prompt, or status message.",,,Arbeitsverzeichnis,Árbol de trabajo,Arbre de travail,ワーキングツリー,작업 트리,Drzewo robocze,Árvore de trabalho,Árvore de trabalho,Рабочее дерево,工作树,工作樹
host,l10n/bundle.l10n.json,This filename is not supported by the diff viewer.,,,This filename is not supported by the diff viewer.,"Extension-host runtime notification, command label, prompt, or status message.",,,Dieser Dateiname wird von der Diff-Ansicht nicht unterstützt.,El visor de diferencias no admite este nombre de archivo.,Ce nom de fichier n’est pas pris en charge par la visionneuse de différences.,このファイル名は差分ビューアーでサポートされていません。,차이점 뷰어에서 이 파일 이름을 지원하지 않습니다.,Przeglądarka różnic nie obsługuje tej nazwy pliku.,Este nome de arquivo não é compatível com o visualizador de diferenças.,Este nome de ficheiro não é suportado pelo visualizador de diferenças.,Это имя файла не поддерживается средством просмотра различий.,差异查看器不支持此文件名。,差異檢視器不支援此檔案名稱。
host,l10n/bundle.l10n.json,This file cannot be displayed by the diff viewer: {reason},,,This file cannot be displayed by the diff viewer: {reason},"Extension-host runtime notification, command label, prompt, or status message.",{reason},,Diese Datei kann in der Diff-Ansicht nicht angezeigt werden: {reason},El visor de diferencias no puede mostrar este archivo: {reason},La visionneuse de différences ne peut pas afficher ce fichier : {reason},このファイルを差分ビューアーで表示できません: {reason},차이점 뷰어에서 이 파일을 표시할 수 없습니다: {reason},Nie można wyświetlić tego pliku w przeglądarce różnic: {reason},O visualizador de diferenças não pode exibir este arquivo: {reason},O visualizador de diferenças não pode apresentar este ficheiro: {reason},Невозможно отобразить этот файл в средстве просмотра различий: {reason},差异查看器无法显示此文件：{reason},差異檢視器無法顯示此檔案：{reason}
